,SERVICES,SERVICE_DATA,AVG_SUCC_RATE_OUR,AVG_SUCC_RATE_SOA,AVG_SATISFACTION,STD_SUCC_RATE_OUR,STD_SUCC_RATE_SOA,STD_SATISFACTION
10_10,10,10,0.9199999999999999,0.0,0.7431111111111111,0.03999999999999999,0.0,0.03291890522158437
10_25,10,25,1.0,0.0,0.7504000000000002,0.0,0.0,0.019200000000000016
10_50,10,50,1.0,0.0,0.7568000000000004,0.0,0.0,0.02057571383937869
10_100,10,100,1.0,0.0,0.7424000000000005,0.0,0.0,0.006621178142898746
25_10,25,10,0.9279999999999999,0.0,0.7968544137022397,0.029933259094191512,0.0,0.024576294948074444
25_25,25,25,0.976,0.0,0.7704533333333334,0.01959591794226544,0.0,0.015227075300996647
25_50,25,50,1.0,0.0,0.7720000000000005,0.0,0.0,0.010516273104099189
25_100,25,100,1.0,0.0,0.7783200000000005,0.0,0.0,0.008995643389997204
50_10,50,10,0.952,0.0,0.7947474415853297,0.037094473981982796,0.0,0.00893283357519278
50_25,50,25,0.9960000000000001,0.0,0.7803493877551021,0.008000000000000007,0.0,0.011566586353229937
50_50,50,50,1.0,0.0,0.7724800000000003,0.0,0.0,0.007272523633512686
50_100,50,100,1.0,0.0,0.7816800000000004,0.0,0.0,0.007579551437915026
100_10,100,10,0.952,0.0,0.7907444672269213,0.02315167380558044,0.0,0.018115885942783416
100_25,100,25,0.984,0.0,0.779026409689149,0.008000000000000007,0.0,0.00640009640684073
100_50,100,50,1.0,0.0,0.7754000000000004,0.0,0.0,0.0035620218977429024
100_100,100,100,1.0,0.0,0.7785800000000004,0.0,0.0,0.004441351145766396
