,SERVICES,SERVICE_DATA,AVG_SUCC_RATE_OUR,AVG_SUCC_RATE_SOA,AVG_SATISFACTION,STD_SUCC_RATE_OUR,STD_SUCC_RATE_SOA,STD_SATISFACTION
10_10,10,10,0.9400000000000001,0.0,0.7227222222222223,0.07999999999999999,0.0,0.06082468228695189
10_25,10,25,1.0,0.0,0.764,0.0,0.0,0.032887687665751175
10_50,10,50,1.0,0.0,0.7872000000000005,0.0,0.0,0.018004443895883043
10_100,10,100,1.0,0.0,0.7546000000000003,0.0,0.0,0.01711841114122457
25_10,25,10,0.952,0.0,0.7887342555994729,0.046647615158762396,0.0,0.024892760840638593
25_25,25,25,0.984,0.0,0.7748800000000001,0.01959591794226544,0.0,0.017238427358021367
25_50,25,50,1.0,0.0,0.7824000000000003,0.0,0.0,0.004525483399593923
25_100,25,100,1.0,0.0,0.7722400000000005,0.0,0.0,0.004458519933789624
50_10,50,10,0.952,0.0,0.8006285673381285,0.020396078054371124,0.0,0.012155111061928814
50_25,50,25,0.9800000000000001,0.0,0.788150068027211,0.012649110640673528,0.0,0.006090039139665843
50_50,50,50,1.0,0.0,0.7763200000000005,0.0,0.0,0.004802665926337135
50_100,50,100,1.0,0.0,0.7834000000000005,0.0,0.0,0.005043808085167392
100_10,100,10,0.952,0.0,0.7983464465497263,0.021354156504062607,0.0,0.008881431636195838
100_25,100,25,0.9960000000000001,0.0,0.7814513131313132,0.00489897948556636,0.0,0.0026915173880960076
100_50,100,50,0.998,0.0,0.7794323232323237,0.0040000000000000036,0.0,0.007417302824180301
100_100,100,100,1.0,0.0,0.7735000000000005,0.0,0.0,0.004710413994544373
