,SERVICES,SERVICE_DATA,AVG_SUCC_RATE_OUR,AVG_SUCC_RATE_SOA,AVG_SATISFACTION,STD_SUCC_RATE_OUR,STD_SUCC_RATE_SOA,STD_SATISFACTION
10_10,10,10,0.64,0.0,0.6103571428571428,0.17435595774162696,0.0,0.04484098890205572
10_25,10,25,0.6,0.0,0.5180634920634921,0.21908902300206645,0.0,0.0327542134444152
10_50,10,50,0.6,0.0,0.5288952380952382,0.08944271909999157,0.0,0.0497607372840947
10_100,10,100,0.5199999999999999,0.0,0.5388095238095241,0.14696938456699069,0.0,0.01169530013943525
25_10,25,10,0.752,0.0,0.6463863836915392,0.08908422980528036,0.0,0.017123440113373207
25_25,25,25,0.624,0.0,0.5862355742296919,0.04079215610874228,0.0,0.029829771339748835
25_50,25,50,0.752,0.0,0.5920336938603195,0.12237646832622681,0.0,0.018534130947098878
25_100,25,100,0.64,0.0,0.584535387488329,0.05656854249492379,0.0,0.009461476829760297
50_10,50,10,0.616,0.0,0.636215946901676,0.0512249938994628,0.0,0.021812472289277636
50_25,50,25,0.616,0.0,0.6031218188559679,0.03200000000000003,0.0,0.012444020072750443
50_50,50,50,0.784,0.0,0.6016189087774456,0.026532998322843192,0.0,0.00890494914574959
50_100,50,100,0.712,0.0,0.5921937653849423,0.048332183894378294,0.0,0.006126260012698944
100_10,100,10,0.6839999999999999,0.0,0.637284049796742,0.020591260281973972,0.0,0.015144696230777181
100_25,100,25,0.6699999999999999,0.0,0.6090660578386605,0.06099180272790763,0.0,0.010269145078101203
100_50,100,50,0.756,0.0,0.5982008363927882,0.04715930449020639,0.0,0.002647574623586807
100_100,100,100,0.728,0.0,0.5939222568044656,0.017204650534085267,0.0,0.002088838083130418
