,SERVICES,SERVICE_DATA,AVG_SUCC_RATE_OUR,AVG_SUCC_RATE_SOA,AVG_SATISFACTION,STD_SUCC_RATE_OUR,STD_SUCC_RATE_SOA,STD_SATISFACTION
10_10,10,10,0.8200000000000001,0.0,0.6540396825396825,0.11661903789690603,0.0,0.023125251866142164
10_25,10,25,0.8800000000000001,0.0,0.6893333333333335,0.0748331477354788,0.0,0.019796495512284542
10_50,10,50,0.9199999999999999,0.0,0.6961777777777782,0.03999999999999999,0.0,0.027868615916231323
10_100,10,100,0.9800000000000001,0.0,0.681444444444445,0.039999999999999994,0.0,0.012382384939506804
25_10,25,10,0.8560000000000001,0.0,0.7223413159730294,0.08979977728257459,0.0,0.030451813695443777
25_25,25,25,0.9199999999999999,0.0,0.7010406324110672,0.07589466384404109,0.0,0.012455721863198937
25_50,25,50,0.992,0.0,0.701806666666667,0.016000000000000014,0.0,0.009977049218637337
25_100,25,100,0.992,0.0,0.6917533333333339,0.016000000000000014,0.0,0.007831094715583811
50_10,50,10,0.8720000000000001,0.0,0.7228960091903532,0.07110555533852471,0.0,0.022536404161343792
50_25,50,25,0.9279999999999999,0.0,0.7040207218592311,0.037094473981982796,0.0,0.008689675009674618
50_50,50,50,0.9640000000000001,0.0,0.6927761017450461,0.02332380757938118,0.0,0.010021553600575491
50_100,50,100,0.992,0.0,0.697826666666667,0.016000000000000014,0.0,0.0017911386818942412
100_10,100,10,0.8859999999999999,0.0,0.7160358099806072,0.018547236990991423,0.0,0.016528914553588066
100_25,100,25,0.9199999999999999,0.0,0.7103486988194385,0.02756809750418043,0.0,0.011877327721301645
100_50,100,50,0.9799999999999999,0.0,0.7010558960210143,0.014142135623730963,0.0,0.0037470083565888522
100_100,100,100,0.992,0.0,0.6949735559678419,0.007483314773547889,0.0,0.0054720836825729955
