,SERVICES,SERVICE_DATA,AVG_SUCC_RATE_OUR,AVG_SUCC_RATE_SOA,AVG_SATISFACTION,STD_SUCC_RATE_OUR,STD_SUCC_RATE_SOA,STD_SATISFACTION
10_10,10,10,0.5599999999999999,0.0,0.6652857142857143,0.11999999999999997,0.0,0.03400960248554062
10_25,10,25,0.6,0.0,0.5816000000000001,0.10954451150103324,0.0,0.02391689314643056
10_50,10,50,0.5599999999999999,0.0,0.5502476190476191,0.07999999999999999,0.0,0.009956932201547489
10_100,10,100,0.4800000000000001,0.0,0.5237666666666668,0.17204650534085253,0.0,0.018232327821147212
25_10,25,10,0.736,0.0,0.6383925500024571,0.05986651818838304,0.0,0.02669119512042393
25_25,25,25,0.6960000000000001,0.0,0.6048769230769231,0.10613199329137281,0.0,0.00957877337701874
25_50,25,50,0.704,0.0,0.598143343653251,0.06499230723708768,0.0,0.009298768560000406
25_100,25,100,0.664,0.0,0.5943679971988798,0.05986651818838304,0.0,0.012254817448910492
50_10,50,10,0.7,0.0,0.6178543352072763,0.045607017003965515,0.0,0.008942000489771581
50_25,50,25,0.672,0.0,0.6197044891640867,0.11142710621747297,0.0,0.009732382835504193
50_50,50,50,0.732,0.0,0.6066354310092852,0.06523802572120038,0.0,0.010555929210611182
50_100,50,100,0.664,0.0,0.5992226495613923,0.04454211490264018,0.0,0.00672948445163319
100_10,100,10,0.638,0.0,0.6349851002547912,0.0523067873224881,0.0,0.027094802463330334
100_25,100,25,0.7060000000000001,0.0,0.6101154255549883,0.02059126028197398,0.0,0.010331698004061687
100_50,100,50,0.722,0.0,0.6031376254676009,0.0331058907144937,0.0,0.007237598912621629
100_100,100,100,0.6960000000000001,0.0,0.5990417781146788,0.022449944320643633,0.0,0.005461199281798083
