,SERVICES,SERVICE_DATA,AVG_SUCC_RATE_OUR,AVG_SUCC_RATE_SOA,AVG_SATISFACTION,STD_SUCC_RATE_OUR,STD_SUCC_RATE_SOA,STD_SATISFACTION
10_10,10,10,0.96,0.0,0.7137777777777778,0.04898979485566354,0.0,0.023100424879850825
10_25,10,25,0.9400000000000001,0.0,0.6885777777777777,0.07999999999999999,0.0,0.009155555555555568
10_50,10,50,1.0,0.0,0.6996000000000002,0.0,0.0,0.017681628884240266
10_100,10,100,0.9800000000000001,0.0,0.6989333333333339,0.03999999999999999,0.0,0.023349898881532234
25_10,25,10,0.8880000000000001,0.0,0.6937756446452098,0.029933259094191558,0.0,0.03590879858291984
25_25,25,25,0.952,0.0,0.7056110144927537,0.02993325909419151,0.0,0.009941059892769983
25_50,25,50,0.96,0.0,0.7001794202898555,0.03577708763999662,0.0,0.006311735428294025
25_100,25,100,0.984,0.0,0.6992766666666672,0.01959591794226544,0.0,0.006046629915360531
50_10,50,10,0.8879999999999999,0.0,0.7042582205029013,0.051536394906900464,0.0,0.027311455416648135
50_25,50,25,0.932,0.0,0.7007508626639062,0.03249615361854382,0.0,0.011714891911342248
50_50,50,50,0.9879999999999999,0.0,0.6939608163265311,0.009797958971132722,0.0,0.006413235792960548
50_100,50,100,1.0,0.0,0.6968000000000004,0.0,0.0,0.0034129166412322017
100_10,100,10,0.8720000000000001,0.0,0.7185163706025774,0.019390719429665332,0.0,0.009553016018668162
100_25,100,25,0.954,0.0,0.7010569740594081,0.01019803902718558,0.0,0.002968471027421491
100_50,100,50,0.984,0.0,0.6953242630385491,0.004898979485566361,0.0,0.003523510559065742
100_100,100,100,0.994,0.0,0.6938074747474751,0.00489897948556636,0.0,0.003655090030953266
