,SERVICES,SERVICE_DATA,AVG_SUCC_RATE_OUR,AVG_SUCC_RATE_SOA,AVG_SATISFACTION,STD_SUCC_RATE_OUR,STD_SUCC_RATE_SOA,STD_SATISFACTION
10_10,10,10,0.82,0.0,0.7184444444444443,0.18330302779823363,0.0,0.05682374742662556
10_25,10,25,0.9200000000000002,0.0,0.6888888888888889,0.039999999999999994,0.0,0.020269785335095776
10_50,10,50,0.96,0.0,0.6770000000000003,0.07999999999999999,0.0,0.01572259520562685
10_100,10,100,0.9400000000000001,0.0,0.6747555555555559,0.04898979485566355,0.0,0.006862098444479567
25_10,25,10,0.8400000000000001,0.0,0.7044984628897673,0.07155417527999329,0.0,0.007453884619730942
25_25,25,25,0.9040000000000001,0.0,0.708093355919443,0.04079215610874228,0.0,0.01768515998376578
25_50,25,50,0.984,0.0,0.6904800000000003,0.01959591794226544,0.0,0.007330350908684017
25_100,25,100,0.992,0.0,0.6946433333333337,0.016000000000000014,0.0,0.014788627762950554
50_10,50,10,0.8880000000000001,0.0,0.7014148942844595,0.027129319932501096,0.0,0.02397441681071908
50_25,50,25,0.944,0.0,0.7073494053983549,0.042708313008125234,0.0,0.007181967350329781
50_50,50,50,0.9800000000000001,0.0,0.7022305442176874,0.012649110640673528,0.0,0.005377661852416475
50_100,50,100,0.992,0.0,0.6916016326530615,0.00979795897113272,0.0,0.0061481244486213315
100_10,100,10,0.8779999999999999,0.0,0.715799661322481,0.05528109984434101,0.0,0.009805324716376747
100_25,100,25,0.932,0.0,0.7021137561359359,0.017204650534085226,0.0,0.008958724399562865
100_50,100,50,0.982,0.0,0.6988047588126164,0.013266499161421611,0.0,0.00930350480713055
100_100,100,100,0.984,0.0,0.6957810632642216,0.01743559577416271,0.0,0.003398778890977382
