,SERVICES,SERVICE_DATA,AVG_SUCC_RATE_OUR,AVG_SUCC_RATE_SOA,AVG_SATISFACTION,STD_SUCC_RATE_OUR,STD_SUCC_RATE_SOA,STD_SATISFACTION
10_10,10,10,0.8800000000000001,0.0,0.7471111111111111,0.07483314773547882,0.0,0.032830278105642506
10_25,10,25,1.0,0.0,0.7656000000000001,0.0,0.0,0.008979977728257467
10_50,10,50,1.0,0.0,0.7636000000000004,0.0,0.0,0.015041276541570529
10_100,10,100,1.0,0.0,0.7528000000000005,0.0,0.0,0.007626270385975061
25_10,25,10,0.9279999999999999,0.0,0.7802454545454545,0.07756287771866124,0.0,0.032207355045210745
25_25,25,25,1.0,0.0,0.76704,0.0,0.0,0.019585463997567207
25_50,25,50,1.0,0.0,0.7720000000000005,0.0,0.0,0.005565608681896328
25_100,25,100,1.0,0.0,0.7726400000000005,0.0,0.0,0.005957717683811502
50_10,50,10,0.976,0.0,0.7873639455782313,0.008000000000000007,0.0,0.027944800742981737
50_25,50,25,0.9719999999999999,0.0,0.7750260992907803,0.02400000000000002,0.0,0.007250303090539279
50_50,50,50,1.0,0.0,0.7819200000000004,0.0,0.0,0.00476923473945237
50_100,50,100,1.0,0.0,0.7756400000000006,0.0,0.0,0.004148059787418706
100_10,100,10,0.9339999999999999,0.0,0.7885555681431968,0.029393876913398106,0.0,0.005870052721201733
100_25,100,25,0.992,0.0,0.780867664399093,0.007483314773547889,0.0,0.006581840138784975
100_50,100,50,1.0,0.0,0.7809600000000005,0.0,0.0,0.0015818975946628878
100_100,100,100,1.0,0.0,0.7761400000000006,0.0,0.0,0.004462107125563001
