,SERVICES,SERVICE_DATA,AVG_SUCC_RATE_OUR,AVG_SUCC_RATE_SOA,AVG_SATISFACTION,STD_SUCC_RATE_OUR,STD_SUCC_RATE_SOA,STD_SATISFACTION
10_10,10,10,0.9800000000000001,0.0,0.7824444444444445,0.039999999999999994,0.0,0.04291478780497091
10_25,10,25,0.9400000000000001,0.0,0.7486222222222223,0.07999999999999999,0.0,0.026171098940493295
10_50,10,50,1.0,0.0,0.7564000000000003,0.0,0.0,0.011825396399275656
10_100,10,100,1.0,0.0,0.7554000000000005,0.0,0.0,0.017453939383417178
25_10,25,10,0.9359999999999999,0.0,0.7851971014492752,0.04079215610874226,0.0,0.023368376961140032
25_25,25,25,0.976,0.0,0.7721802898550727,0.03199999999999999,0.0,0.005992859547282515
25_50,25,50,1.0,0.0,0.7635200000000003,0.0,0.0,0.011309182110126315
25_100,25,100,1.0,0.0,0.7766400000000004,0.0,0.0,0.006372942805329479
50_10,50,10,0.916,0.0,0.7782828656593688,0.014966629547095742,0.0,0.01399899036630813
50_25,50,25,0.984,0.0,0.7706937414965986,0.014966629547095779,0.0,0.011072452170828834
50_50,50,50,1.0,0.0,0.7803200000000003,0.0,0.0,0.009055915193949183
50_100,50,100,1.0,0.0,0.7733600000000005,0.0,0.0,0.00464310241110403
100_10,100,10,0.9359999999999999,0.0,0.794766227258711,0.014966629547095732,0.0,0.015849042056430045
100_25,100,25,0.9960000000000001,0.0,0.7724468686868687,0.004898979485566361,0.0,0.0032920418708795576
100_50,100,50,1.0,0.0,0.7835200000000003,0.0,0.0,0.004397453808739759
100_100,100,100,1.0,0.0,0.7794600000000004,0.0,0.0,0.003961615831955438
