,SERVICES,SERVICE_DATA,AVG_SUCC_RATE_OUR,AVG_SUCC_RATE_SOA,AVG_SATISFACTION,STD_SUCC_RATE_OUR,STD_SUCC_RATE_SOA,STD_SATISFACTION
10_10,10,10,0.9399999999999998,0.0,0.7995555555555555,0.07999999999999999,0.0,0.049494232111890336
10_25,10,25,0.9800000000000001,0.0,0.7888000000000002,0.039999999999999994,0.0,0.020769207977195524
10_50,10,50,1.0,0.0,0.7780000000000004,0.0,0.0,0.024033310217279703
10_100,10,100,1.0,0.0,0.7726000000000004,0.0,0.0,0.0082607505712254
25_10,25,10,0.976,0.0,0.7918666666666666,0.01959591794226544,0.0,0.007344990734431865
25_25,25,25,0.984,0.0,0.7930000000000001,0.019595917942265444,0.0,0.014850245041001086
25_50,25,50,1.0,0.0,0.7793600000000005,0.0,0.0,0.012356310128837051
25_100,25,100,1.0,0.0,0.7780800000000003,0.0,0.0,0.0019166637681137866
50_10,50,10,0.9199999999999999,0.0,0.792142871826498,0.017888543819998284,0.0,0.01147561543076263
50_25,50,25,0.9960000000000001,0.0,0.7742955102040817,0.008000000000000007,0.0,0.009955685434454254
50_50,50,50,1.0,0.0,0.7813600000000003,0.0,0.0,0.009314418929809914
50_100,50,100,1.0,0.0,0.7766000000000005,0.0,0.0,0.006315694736131577
100_10,100,10,0.952,0.0,0.7875416530456578,0.019390719429665297,0.0,0.024799327097140368
100_25,100,25,0.9860000000000001,0.0,0.7755019191919192,0.013564659966250548,0.0,0.007422927007772423
100_50,100,50,1.0,0.0,0.7766400000000004,0.0,0.0,0.005399851849819553
100_100,100,100,1.0,0.0,0.7790800000000003,0.0,0.0,0.005651690012730749
