,SERVICES,SERVICE_DATA,AVG_SUCC_RATE_OUR,AVG_SUCC_RATE_SOA,AVG_SATISFACTION,STD_SUCC_RATE_OUR,STD_SUCC_RATE_SOA,STD_SATISFACTION
10_10,10,10,0.72,0.0,0.5944444444444443,0.1469693845669907,0.0,0.03912625969257557
10_25,10,25,0.58,0.0,0.5232380952380952,0.14696938456699066,0.0,0.03980724532098838
10_50,10,50,0.58,0.0,0.5292222222222224,0.18330302779823363,0.0,0.022969652550084534
10_100,10,100,0.54,0.0,0.5212666666666669,0.14966629547095767,0.0,0.02139511886181315
25_10,25,10,0.632,0.0,0.6169444444444444,0.13948476619330152,0.0,0.04714372560794834
25_25,25,25,0.584,0.0,0.5809840208101077,0.20953281365934076,0.0,0.04219677142526584
25_50,25,50,0.7200000000000001,0.0,0.6018162464985997,0.0979795897113271,0.0,0.01633500720405996
25_100,25,100,0.68,0.0,0.5842047213622293,0.07589466384404109,0.0,0.012322585362745187
50_10,50,10,0.66,0.0,0.6367477293947882,0.053665631459994936,0.0,0.02065956224480158
50_25,50,25,0.6679999999999999,0.0,0.5987001008491554,0.064,0.0,0.014588595652465827
50_50,50,50,0.744,0.0,0.6123711702492193,0.05425863986500212,0.0,0.011038630441906554
50_100,50,100,0.692,0.0,0.5964661651343157,0.04308131845707602,0.0,0.007195522777390419
100_10,100,10,0.6859999999999999,0.0,0.6313642530410949,0.03666060555964671,0.0,0.01996919154521038
100_25,100,25,0.686,0.0,0.6112537120992508,0.031368774282716234,0.0,0.01854777946282599
100_50,100,50,0.7600000000000001,0.0,0.6079627399627403,0.016733200530681527,0.0,0.00855194764967135
100_100,100,100,0.752,0.0,0.5945667505688731,0.027129319932501096,0.0,0.005121331964318846
